original_index,text,label,label_text
23593,"Situated in the heart of the shops at Palazzo , this unassuming wine bar offers decent selections at the bar and good to great selections in the shop located adjacent to the bar . \n\nBottle prices are a bit high , but that 's what Vegas is all about . \n\nI was disappointed with the glassware , which ranging from either the O-Line series to small bowled glasses with short stems , reminiscent of bad hotel banquets . For a wine bar , I simply expected more in terms of glassware.\n\nOther than that , the staff was friendly and kept my glass filled ! ! !",2,neutral
8037,"`` \ '' '' '' '' I read the news today ... Oh boy ! \ '' '' '' '' \n\nhttp : //tinyurl.com/ylpza9a\n\nGlenn Bell Jr. died this past weekend at the tender age of 86 ... a long life of slingin ' taco 's to be sure : ) \n\nI had n't been to Taco Bell in almost 4 years , until today ... I was moved to drop by Taco Bell in a sort of tribute to Glenn ... one of the more prominent \ '' '' '' '' voices\ '' '' '' '' during my formative years : ) \n\nThis Taco Bell in particular ... store # 22354 is one of the more important spiritual touch points for paying tribute to Glenn ... Scottsdale was the home of the first Taco Bell franchise ( and the fact that Westaco , Inc 's . HQ is in the same lot with this store makes them the defacto , if not actual , heir to the legacy of Glenn Bell : ) \n\nI had my first Taco Bell taco in Corvallis , Oregon in 1970 when I hit college with a mighty crash : ) \n\nIt was the second time I had ever had \ '' '' '' '' Mexican\ '' '' '' '' food..the first time was a week prior at a place called Taco Time in Eugene , Oregon.\n\nI was thrilled to find out about pizza , Italian food , pizza , Mexican , pizza , chinese take out , pizza ... you get the drift ... I was a country boy in the ( for me ) big city and I was going to find out all about life 's pleasures ... starting with taco 's : ) \n\nI was hooked on Taco Bell for a long time ( a time that , coincidentally , was the time when I had very little money yet still needed to eat occasionally : ) \n\nTaco Bell and the others filled the role of reasonably tasty maintenance eating for a long , long time ... it was a truism in 1975 that no one ... no one ... could eat $ 5.00 worth of Taco Bell at a sitting , all by themselves : ) \n\nCould.Not.Be . Done ! \n\nIt may still be \ '' '' '' '' truish\ '' '' '' '' with the \ '' '' '' '' cheapo\ '' '' '' '' menu : ) \n\nBut it has never really been very good : ( \n\nThat was something I actually did n't discover until a trip to LA with a girlfriend ( the same trip that I discovered In-n-Out : ) ... real Mexican food is very different than the goop that Glenn had sold me over the years ... and very much better : ) \n\nBut that did n't stop me from eating at Taco Bell ... beggars ca n't be chooser 's ... and I was a beggar for a few years.\n\nToday was a nostalgia stop for me ( as was my last visit to a Taco Bell a few years ago ) , as well as a tribute to Glenn : ) \n\nI was more interested in watching my \ '' '' '' '' beefy burrito\ '' '' '' '' being made this time ... the ladies in the kitchen pulled various levers in response to the computerized instructions for my order on the monitors overhead ... the different shades of unidentifiable goop that cascaded onto the flour tortillas ... the quick hand movements of their ritual wrapping of the burrito ( I once dated a girl that worked at Taco Bell ... she knew how to wrap a burrito ... but that 's another story : ) \n\nIt still is n't very good food ... but everyone at this location is sweet and pleasant , my order was correct , I was in severe need of a retox after a 6 miler this morning and I did manage to eat about 2/3 of the burrito ... even with mulitple \ '' '' '' '' bags\ '' '' '' '' of hot sauce it was not very good : ( \n\nBut that 's not the fault of the sweet ladies behind the counter , nor of Westaco , nor of Glenn Bell ... I think when Pepsi or YUM or whoever got their hands on Taco Bell ... well ... I 'm not writing this to get on a rant about corporate agendas vs. quality : ) \n\nI wanted to give them an extra star ... just for being who they are and where they are , but I hear the spirit of Glenn Bell telling me \ '' '' '' '' do n't do it , Donald ... make them earn it\ '' '' '' '' : - ) \n\nThat 's all I need , another voice in my head ... Thanks Glenn : ) ''",2,neutral
46976,This place is ok . This is the second time . It 's not a flashy place just a basic restaurant . The walls have kids drawings and chef pictures . The one waitress is ok and the other is really nice . The omelettes are made are ok but the cook puts way too much cheese in it and it lacks flavor . You only get one slice of bread with your order .,2,neutral
16399,"I love French cuisine ! ! ! I am so happy I found a home cooked French cuisine in Charlotte . I am so happy I finally experience this place ! My first impression as soon as I walk inside the door , I instantly feel warm , cozy and right at home . We had an early dinner on a Saturday night , probably the third table to be seated . The hostess immediately sat us at a very corner of the restaurant with a window view to the outdoor garden patio . My back was against the wall sitting on a very long wooden church bench , a pew . Within 30 minutes , the place was packed and the tables were filled up.\n\nI was hungry and saving my appetite all day . I proceeded to order a chicken liver salad that came with a nice warm poached egg on top . I also ordered a glass of risling . The moment I took my first bite , my palet were opening up to total heaven ! ! ! It made sitting on the church pew feel more heavenly . By far , one of the best salad I had in Charlotte ! ( True meaning of Yum Salad . It is a famous salad in South East Asia ) . If I can lick the juice of the plate , I would . Luckily for my date , the waitress brought the spoon for me to scrap every juice of the dressing left on my plate ! ! YUM ! ! ! By this time , the French owner came over and introduce himself as Fabrice ! Very nice guy.\n\nFor my main course , I ordered the duck breast with artichoke , cooked as the chef would recommend . The duck breast was plumb and juicy , slightly more cooked than what I was used to , but it was still delish ! The cream sauce was slightly heavy for me as I took my time sipping on my merlot chatting with my conservative attorney date who was not too familiar with French dining . He ordered overcooked steak and french fries ! Bless his heart ! \n\nI love this place and the location which is close to uptown and on a trendy mixed cultural district of Charlotte , Central Avenue ! !",3,positive
45785,I reviewed little late.\nOur team ( office co-works ) visit this place 3month ago.\nFor 4days 3nights.\nnoise level good.\nbed comfort level - so so ... ( it was not good for me ) \nroom is very hot even with AC on all night.\ntop of the floor there are swimming pool and there are slots a sexy ladies~\nCompany try to looking for cheapest place.\nYeah for the money it 's ok hotel not for the revisit next time .,2,neutral
34615,"`` I 've been a member of the Village for quite awhile and loved the place for all it 's ammenities but for some reason I would dread going there . In retrospect , the drive was just a hassle , the distance , the traffic . For the gym itself the hoards of kids screaming jumping around was a lil tough . So when I saw the reviews of Gold 's elite that is only 1/2 a mile from my house I knew I had to check it out ! \nFirst , it was a little tricky for me to find but if you come down 1st st and turn right onto Washington , the oneway stay in left lane the parking garage is there on your left . Be careful pulling in ! ! Watch the signs ! \n\nThe gym is on the second floor and let me tell you ! ! Gorgeous view , wide open climate controlled gym to a cool temp . My salesperson Jessica is amazing she was fun , open and not a hard sell . The gym sells itself really ! I got the full tour , signed up , made my first training appt , got my free travel passes for next week then I was out the door in 30 min ! That was awesome I was on a schedule ! another perk , the restaurant \ '' '' '' '' First Watch\ '' '' '' '' is on the corner and starbucks on the other ! ! I be ready for an egg-white omelet after a good workout ! \nI 'll be riding my bike since it 's so close . They do n't have bike racks yet but no problem , they will accomodate my wheels ! The price is reasonable ! ! ! \nSo bye bye Village you were good to me but hands down Golds Elite has what works for me ! ! ''",4,very positive
7624,"Salt River Tubing runs its operation like a well-oiled machine , with frequent shuttles at the pick up points with drivers who know what they 're doing and are happy to help you out . SRT works hard to keep the environmental impact of recreational tubing under control , running staff through the river regularly servicing SRT-provided waste receptacles and equipping tubers with plastic bags designated for trash collection.\n\nThe availability of restroom facilities , even pit toilet park-standard facilities , regularly along the route does wonders for making this activity civilized.\n\nFun and well worth the thirteen bucks for a day rental of tube and shuttle service .",4,very positive
13661,"I liked that you can sample various items before ordering . Loved the dish I ordered , but now have to go back again to order the rest !",3,positive
37736,"`` SLOW getting food out , server had too many tables to do anything other than take our order . Sat for over 45 minutes after placing our order without food or drink refills . Many tables after us got their food way before us and all we ordered was sliders , chicken strips and fries . Server kept saying \ '' '' '' '' just a few more minutes\ '' '' '' '' and food did n't come out in a few more minutes . Lots of frustrated patrons waiting and waiting and waiting . When our food finally came out , the burgers were not cooked as we ordered , the chicken strips were sitting in grease and the fried things tasted like they 'd been fried in old grease . We were in a hurry to get back to our conference so we didnt hwve time to complain . Greasy and not worth the wait or price ! ''",0,very negative
26541,"The staff is not friendly at all . When u ask them to toast the sub or to add toppings , u can see from there faces that they are burdened . I understand that I go early when they open , but that does n't give them the right to act like the way they do . The do n't really say hi at all , instead I end up saying how Ur doing . If I had a choice to not to go to this branch , I would totally avoide this one .",0,very negative
13267,"This is a real let-down of a Steakhouse . Are they even serving Prime Beef ? I really hope so , but ca n't tell from their steaks.\n\nThat being said , their Kobe burger is pretty good for lunch , and you can get sushi as your side . Talk about a decadent Vegas lunch . It 's my signature .",2,neutral
18082,"Disclaimer : I have eaten at Fogo de Chao before.\n\nMy group got a discount for this place from the half-price ticket booth . \n\nI was immediately suspicious of this place after taking a seat . Our table was completely packed into a small dining space . I felt like I was in a high school cafeteria . I realized that this place was working off of volume - likely driven by the coupon we and likely most of the guests had . I asked my group if we should take off , telling them that we should not expect a fantastic meal.\n\nUnfortunately we decided to stay . The meats were extremely sub-par , the Sirloin and Filet were chewy and grained with fat . The salad bar was uninspiring , and the service stretched across all of the guests packed into the restaurant.\n\nIf you have eaten at Fogo de Chao before , do not come here .",1,negative
48085,"I 've attempted to visit this restaurant twice , and both times there were closed . The first time I tried , I called ahead to confirm that they would be open . I arrived 30 minutes later and they were are already closed , despite knowing that I was on my way . The next time I visit I make sure I do n't call beforehand , so they ca n't close in anticipation of me . I arrive on a Saturday at 7pm , when ALL restaurants in Phoenix are open . Except them . Closed again.\n\nI do n't think this restaurant is in business any longer . Every time I come , they are closed .",0,very negative
42767,"`` This shop , located in the Bellagio , is smaller then its counterpart located in Aria's.\nThe chocolate fountain is amazing to look at and take pictures of.\n\nThe line is confusing and there are people everyone in this very small shop with very limited seating inside.\n\nI was so excited to be ordering individual desserts for my friend 's birthday that I failed to listen to the girl that was describing what I was pointing to . My taste buds heard \ '' '' '' '' Raspberry Macaroon\ '' '' '' '' and the girl actually said \ '' '' '' '' Raspberry Macaroon with ROSE OIL\ '' '' '' '' .\n\nNeedless to say I did not like the mini that I purchased for myself but my friend 's all enjoyed , with great enthusiasm their desserts . ''",3,positive
4070,"Okay everyone , I 've been doing business with these guys for a little over a year now and have done quite a bit of business with them . So you 're probably asking why 4 stars and not 5 ? Well they do n't deserve a 5 . \n\nAs you read through the rest of these reviews , there 's a person in this store with a little bit of an attitude . The old man and chuck are cool and willing to help , especially when you grow balls and start experimenting with new recipes or need help . \n\nI continue to go back because these 2 guys . I also like small business and the personal touch to that business . I am like some people on here though . I have tinkered with the idea of doing business online as I really do n't like the snobbish attitude of the one guy that works there sometimes.\n\nOverall they normally have what you need.\n\nHope this helps .",3,positive
16286,"`` 08/23/11 DINNER . \n\nOK . We 've given this place 4 chances . I do n't think we need to go back.\n\nPROS\n- Pan Roast . A creole concept , supposedly , very rich . I 've tried it twice , once mixed ( lobster , crab , shrimp ) and once just crab . Liked both versions a LOT . Went back for this . But I hear the one at the Palace Station might be better . Will investigate , but NOT in a hurry.\n\nNEUTRAL\n- The \ '' '' '' '' special\ '' '' '' '' raw oysters . Tried the Kusshi and Kumimotos twice , thought they were good . THEN I got Kusshi 's at Comme Ca in the Cosmopolitan of Las Vegas after 10pm for CHEAPER ( a dozen at Tides was $ 20 , at Comme Ca $ 18 ! ) and the quality difference was STUNNING . I 'll only get half-shell product at Comme Ca ( after 10pm ) and BLUEHOUR ( happy hour $ 1 oysters ) from now on.\n- Shrimp cocktail . 5 large shrimp . Spouse had it this time , thought it was OK , thought $ 13 was high considering the $ 2.99 ones at Grand Cafe within Stations are just as good overall.\n- Gumbo . It was fine , but I preferred the Pan Roast.\n- Wine selection . OK selection , but expensive.\n\nCONS\n- Lobster Roll . Spouse got it this time around , shells throughout . Last bite was filled with shell , had to spit it out . Told the server , she did absolutely nothing . I said \ '' '' '' '' Well , guess it goes into Yelp ! \ '' '' '' '' \n- Etouffee . Just did n't do it for me . Preferred the Pan Roast.\n- Beer selection . Yeah , they give you 23oz beers for $ 6 , but nothing special.\n- Smoke . Altho it 's somewhat enclosed , it 's one of two restaurants in GVR that has access to smoke , and it shows . Spouse was sneezing like mad at one point , and said \ '' '' '' '' It 's the smoke\ '' '' '' '' . ( The SUSHI BAR in GVR is MUCH WORSE for smoke . It 's really ridiculous , serving sushi next to smokers at slots ! Whereas the steak house is ENCLOSED ! ) \n- Service . All four times , the servers are \ '' '' '' '' nice\ '' '' '' '' , some nicer than others ( actually , only one in four is nicely memorable ) . But no water offered , all four times . They take orders , bring food/drink , NO timing involved ( if you 're in the middle of something , too bad , here comes the next course ! ) , come by once per serving and ask/say \ '' '' '' '' EVERYTHING OK ? GOOD.\ '' '' '' '' and QUICKLY move on . When we were there today there was ONE server for the ENTIRE restaurant , counter AND tables , and I counted 20+ heads to serve . Really impersonal . Guess cuz they want you back on the casino floor ASAP after dining ! \n\nI 'm just underwhelmed for the expense , EVEN with coupons generated by their WE LOVE LOCALS website.\n\nWe 're done . ''",1,negative
1118,"`` I went to Hard Rock Cafe for the first time with a coupon for a $ 4 meal . ( Legenary burger , fries , and soft drink ) The only positive is that the food was alright . It was good for the $ 4 I paid , but not the $ 15+tax and tip it was normally.\n\nThe cons : \n- The customer service was laughable . Our waiter come up to my guest and I , who both had empty drinks at the time , and said \ '' '' '' '' Good ? Good ? \ '' '' '' '' with thumbs up . My guest asked for a refill and specified that I needed one , too . Later in the meal when both of our drinks were totally empty again , I asked for a refill . He only brought one for me , so my guest and I shared my drink . He clearly could n't care less . \n- The burger was dry , like it was previously frozen . It definitely did n't taste fresh.\n- The veggies on the side to put on the burger were n't crisp . I usually like lettuce on my burger , but not their wilted lettuce.\n- The fries were n't seasoned and they were n't anything special . I 'd compare them to Wendy 's fries . \n- The music videos they play are awful . For being the Hard Rock Cafe you 'd think that they 'd play some well known rock stuff . ... nope ... my guest and I were there for almost two hours and there was only one song we recognized . While I 'm not a music expert , my guest is . To top it off , their bad music is so loud that you have to yell to talk to someone across the table . I expected loud music at the Hard Rock Cafe , but not bad loud music . ''",0,very negative
10074,"The other reviewers are not kidding . There are a LOT of kids here . Like , no joke.\n\nI like kids , do n't get me wrong . But not in Vegas . Not when I 'm trying to get my drink on.\n\nThe bf and I got a free stay here for sitting through one of those timeshare seminars . Free = good , I guess . The rate here normally I know is n't bad , but it 's quite the hike to the center of the Strip . And that was in tennis shoes ! Was I about to try it in heels ? Hell to the no . We ended up spending quite a lot on cabs that could have been avoided had we been closer to everything else . \n\n2 stars because the room was actually nicer than the Tropicana , where I stayed the last time I was in Vegas - but that is n't hard to do . We had an awesome view of ... the gray side of the building and a trash-filled alley . Awesome . Why am I giving this place 2 stars again ?",1,negative
11373,"One should never expect much from fast food , and I do n't . Is it really common practice to not have what you sell available ? There really are n't many fast food choices in this area - or I would n't have subjected myself to the standard 20 minute wait time again . I 'm sitting in the lot waiting it out for the Colonel . You know what really grinds my gears ? This specific KFC . The worst . Ever . Unreal.\n\nOk I feel like the kind gesture from the team made it right . There 's that : )",0,very negative
32684,"Went here for lunch on a work day so had to skip out on the amazing cocktail list . sigh . Was able to get right in and sat at a lovely table on the patio . The Turkey Pastrami sandwich is SOOO GOOD and it came with a heaping pile of thin crispy fries and a crisp dill pickle , which was a surprise because it does n't mention on the menu that the sandwich came with any sides . Bonus ! The only downfall is that I loved the sandwich so much that I 'll probably never get to try anything else on the menu .",4,very positive
46433,These people are amazing ! I consider myself a difficult customer and they always go above and beyond . I always leave happy ! They are especially helpful about scheduling they are so accommodating . This is my third time here and ingot Christmas nails . So cute ! I always go to Mimi ! Such a sweetheart .,4,very positive
25349,"Beware ! Check your bill ! Rude ! \n\nThe location is nice and the place looks inviting . The prices are OKish , maybe a bit on the high side , but nothing major . I went with a friend and had dinner with a bottle of wine . So far , so good . Now for the bad : \n\nThe food was quite bland . I had a duck breast . It was terribly overcooked and rather rubbery hard . It had n't been deboned well and there were still small bone splinters in it . The rice was partially hard ( probably they 'd warmed it up one time too many ) . Not great . And now for the fun bit . They already added a 15 % tip . This is definitely not usual for parties of two . But to top it off , they added another 5 $ to the bill when they brought us the credit card bill . \n\nWhen I reminded them that they had overcharged me they got upset . The waiter told me that I should go back to my country ! Fine . I hope that all other tourists do the same and AVOID THIS PLACE . Only go there if you want a ) bland food , b ) tricky billing , c ) outright fraud when paying by credit card and d ) an insulting waiter .",0,very negative
6715,"`` This was one of my favourite coffee shops to go to in Madison because it was more inviting than most of the coffee shops present . ( I was intimidated by not being \ '' '' '' '' hipster enough\ '' '' '' '' at many of them . They have some food items and there is plenty of seating . What is funny about this coffee house is it seems EVERYONE comes here to work on their laptops ... it is rare to find anyone talking . There are couches , which I loved . It is nice to be able to be so relaxed and feel at home without your strung our , high roommates talking to the walls ... \n\n ... oh you do n't have that problem ? It is rather frequent in Madison ... ''",3,positive
34567,What a menu ! So many things to choose from . The open face turkey sandwich was delicious . It was just like eating a homemade Thanksgiving dinner . Clam chowder was also great.\nMy son has the cheesy cheese burger and fresh cut fries which he said was yummy.\nWe 'll be back .,3,positive
1030,"The food here is absolutely delicious ! I would highly recommend their thai green curry ( has a nice spicy kick to it ) , and the pad thai is worth a try as well . Unfortunately , the service is incredibly , incredibly slow .",3,positive
22753,"`` This review is mainly in regards to their Fantasy Football Draft promo.\n\nLast year ( '08 season ) one of my fantasy football leagues saw an ad for hosting your draft party here , so we thought we would give it a try . It was pretty cool ... we booked a date and time several weeks in advance and when we arrived they had a nice private table set up for us . We also got a great draft kit that included a board ( we were able to hang it up on the wall ) and color coded player stickers that were bright and visible for all at the table to see . We also got gift certificates for future visits and a discount on the bill . We had such a good experience that there was no question that we would be back for our draft in '09.\n\nSo , this year I called three weeks prior to make our reservation . The guy manager that I spoke to was pleasant and helpful on the phone . I even had to call a couple of days later to change to date ( same guy , very accommodating ) . On the day of our draft , very different story . I showed up early and noticed that a table was not set up for us . I inquired at the bar and the bartender just pointed to a high-top for us to sit at . This would not do , especially since we need a quieter area for the 12 of us to hear each other and wall space to hang our board . I started to wander over to the table we had last year and as a server walked by I asked for the manager . I waited , and waited , and still no manager , so my friends and I pushed tables together ourselves and sat down . Finally the manager arrived..she was very unwelcoming and told us we had to sit in the bar because she only had one bartender on and no server that could serve us . I explained to her that we wanted to sit here , that we had been here last year ( same time at night ) and it was an ideal setup , and that one of our players was n't even 21 and able to sit in the bar . She was very rude and gave in to us sitting there eventually , but not without threatening us with the police ! ! Oh , yeah , we are in the dining/restaurant part of the place because like I said one of our guys is 20 , and she 's telling us that there is a curfew on the strip ( mind you , we are no where near the resort corridor ) and if the police come in , its not her problem . Then she went on to say that all the servers were leaving ... we said \ '' '' '' '' fine\ '' '' '' '' and that we would just walk to the bar to order food and drinks . In the end we spent a lot less money because it was difficult to keep getting up in the middle of all our action to get more beer and food . No discount either . One other thing , another fantasy football team was there that same night and did n't seem to like being told they had to sit in the loud bar area either ... they eventually moved all of their stuff in the dining/restaurant part too.\n\nSo ... I am also in another fantasy league . For the last four years , this league has always done its draft at Hard Rock Cafe . This year , based on my experience from '08 I convinced them to have the draft and BWW . After the experience with my first draft of '09 I called the day before to reconfirm the reservation and to make sure that the table we wanted would be available . Of course , the manage ( the guy ) did n't have our reservation . What ! ! We made it three weeks prior ! ! good thing I called . Again , I got there early ( eager to make sure everything was going to go well especially after I got everyone to break from our HR Cafe tradition ) . We did get the table we wanted and we were even going to get service this time ! woo hoo ! Lots more drinking and food this time ! Just as everyone shows up the manager ( a manager , not the lady from the previous draft ) informed us that they had no more draft kits ! Really ! ! Are you kidding me ! ! We booked three weeks ago and I had even confirmed with the day manager who said nothing about not having any draft kits ! ! ! I was so embarrassed and pissed off . I really thought my team was going to have a good experience and want to come back year after year . I guess we are just going to have to go back to HR Cafe or I hear Hooters has draft parties ? ? BOO WILD WINGS ! ! ! \n\nP.S . I spent the first 25 years of my life in Buffalo ... .your wings are NOT real buffalo wings ! ! ! \n\nP.P.S One star for the potato wedges with cheese and the really nice , attentive server we had the second draft of '09 . ''",0,very negative
11761,Great spicy NM food !,3,positive
35896,"Nightmare ... I hate shopping in general but Marshall 's finds a way to make it even more aggravating . You want to find something worth buying so bad that you spend way too much time trying . Nothing seems to be where it should be . Were there REALLY no women's/juniors shorts whatsoever being sold in the middle of summer ? Because I walked around that store like an ass at least 6 times looking for some . And who 's bringing back mom jeans ? Cause that 's all I saw as far as bottoms . After spending wellllll over an hour sifting through undesirable crap , you rush towards the register before your irritation becomes a threat to public safety and exit with a basic t shirt that may or may not fit , just so you can say it was n't a total waste of time . And why do the metal handle parts of all the hangers in Marshall 's , Ross , TJ Maxx etc all leave your hands smelling that same flavor of awful ? What IS that ? I probably do n't want to know . Shop online or suck it up and pay more somewhere else .",0,very negative
14492,"This is the first club in the desert that I 've been to . Unfortunately , it was not a good experience . I was cool that the club had two dancefloors , one side playing hip hop and the other playing electronic music . The outdoor patio was spacious and had a place to get more drinks . Good thing was drinks were free . Just tip the bartender generously and you can get drinks free all night . People on the upper level were making it rain . That 's a first , ever . The crowd was very diverse . \n\nNow to the music . I would say the hip hop side was poppin . That side was always packed and constantly played good music . I listen to a lot of electronic music , but had no idea what was being played that night . All night it was just continuous thumps at the same tempo . The songs lacked extra purcussions of builds or climaxes to hype up the crowd . At least play something mainstream like atb , armin , darude , David Guetta , skrillex , avicii . Artists like that .",0,very negative
25085,"Great atmosphere in this place . Had a huge booth overlooking the bar . Had the prime rib , and was happy with it . Good place , a little pricey , but you already knew that .",3,positive
20395,Absolutely love this place ! I work in the same parking lot in which they are located and after learning they have vegetarian options on their menu I decided to give it a try . Their food is always fresh and delicious and the staff is always so sweet !,4,very positive
4813,"`` Korean bbq is so good and I was excited to try this place with all the good reviews . The restaurant is pretty small and grills are at each table . \n\nThe staff was n't very excited to help my friends and I . It was a quiet night and they could have been a little more excited to have people . They never came to refill our drinks , refill our meat , or our sides . All you can eat- yeah right ! : ( \n\nThe staff also sat up by the very loud TV the whole time and ignored pretty much any one who did n't need to be seated . They also took 20 min to give us the check . They asked the table next to us to \ '' '' '' '' hurry up , people need their table , \ '' '' '' '' which was pretty rude ! The bathrooms were a disaster which makes me wonder what the kitchen/fridge looks like..\n\nI have the feeling had I been Korean the service would have been a bit better ... Even my Korean friends agree the service is bad ! Major disappointment ! ! \n\n*Try some place clean where people actually want your business ! ''",0,very negative
8994,"It 's a good thing they have super good sales on their meat and fish because otherwise I would never come here . \n\nTheir produce is only so so . I buy milk a lot here because it seems to be on sale every week . And then the meat and fish - they normally have some sort of buy one , get one or buy one , get two deal on something . And you ca n't pass that up . \n\nThe service here completely sucks though . The cashiers and probably the least friendly people on the face of the earth . They do n't even acknowledge you half the time . And they are all so ssslllooowww . It takes three times as long to check out at this store then any other store I go to . \n\nI will continue to look at their ads and come when they have good sales . But I 'm so glad this does n't have to be my only option for groceries !",1,negative
49691,"First time visting the location . I was impressed with the offering of the menu . I ordered the two eggs with canadian bacon , hash browns and a side of pancakes . With coffee the meal was great and for $ 12 it was so much more than I could handle . They are still in the start up phase with the patio and bar opening soon . I certainly will head back to try another of there offerings . I got a tast of the Banana crepes delicious . Ca n't miss . Need more places that we can explore for great breakfast .",3,positive
21374,"Great food , great service and a place to watch World Cup games at lunch time during work hours . I had the three taco platter with shrimp , pork , and beef . All were very good . The salsa at the salsa bar was a nice addition .",3,positive
30242,Love this place ! Everything I have tried is excellent ! I love ordering online and doing takeout . Great healthy yummy food !,4,very positive
47578,"Kleiner italienischer Supermarkt im Industriegebiet . \n\nDer Laden wartet mit einer gro\u00dfen Wurst- und K\u00e4setheke auf . Hat ein wenig frisches Gem\u00fcse und eine gro\u00dfe Pastaauswahl . Auch frische Pasta und Antipasti wird in verschiedenen Gebinden und gro\u00dfer Auswahl angeboten . \n\nEntt\u00e4uscht bin ich von dem Konserven- und Weinangebot ( damit decke ich mich gerne ein , wenn ich schon so weit raus fahre ) . Gerade Anti-Pasti habe ich nur in kleineren Gl\u00e4sern gefunden . Die bekomme ich in der Gr\u00f6\u00dfe auch in jedem anderen Supermarkt ( habe die gr\u00fcnen Oliven mit Stein z.B . nur im 170g Glas gefunden ) . \nDie Weinauswahl ist wirklich d\u00fcnn und beschr\u00e4nkt sich auf ein paar Regalmeter . Es gibt zwar alle relevanten Rebsorten , aber in der Regel von jeder lediglich eine Alternative . \n\nVon den Preisen ist der Markt auch eher gehoben , was die Sache nicht besser macht . \n\nMeine Erwartung an einen italienischen Supermarkt im Industriegebiet ( in der Stadt h\u00e4tte ich ja Verst\u00e4ndnis ) werden hier leider nicht erf\u00fcllt.\n\nEs handelt sich hier um meine pers\u00f6nliche Meinung . Als Vergleich ziehe ich z.B . den Molina Consumo in Darmstadt heran .",2,neutral
1164,"`` This review is mostly for the Emergency Room . I had a bike crash on a Friday at lunch hour . I rode my bike home , to ditch my computer and work files , and to make sure it was safe . Took a taxi to Good Sam , and it took almost the entire taxi ride for my insurance to verify I was headed to an ER that is \ '' '' '' '' in Network.\ '' '' '' '' Pretty stresful , but once I walked through the doors , most of that changed.\n\nSure , there was a lot of painful waiting around in a hallway in a wheelchair . But , hey , it 's an emergency room . I found the system to be very organized and the employees to be helpful and compassionate . There were a couple of fails on the doctor 's part . She offered me pain meds , and then forgot to order them . I had to ask a nurse , and then they arrived quickly . Doc also forgot to order antibiotics for my road rash , but I received a voice mail shortly after discharge that hooked me up with germ-fighters.\n \nWhen I was discharged , I indicated I intended to walk to Walgreens , since I live in the neighborhood . I was referred to the hospital pharmacy , which I expected to soak me . But it only cost me $ 14 for 2 kinds of pain meds and stool softener ( yes , I said it and no , it has n't worked yet ) . Pharmacy gave me a beeper and I was able to peruse the lovely and overpriced gift shop . If I was hospitalized , there were many items there that I would appreciate receiving . Good gift shop.\n\nI was there for approximately 4.5 hours . I had triage , xrays , and an EKG . I was admitted immediately , no waiting . I do n't have much experience with ERs , so there you go.\n\nProps to the skinny blond \ '' '' '' '' tech\ '' '' '' '' guy , who entertained me by exchanging restaurant reviews while he irrigated my wound . ''",3,positive
24810,I visit this place about once a week . I love the food and the healthy choices . The lentil fatoosh salad is my new favorite . You ca n't go wrong with the hummus . The service is friendly and usually pretty fast . I do wish there was some sort of dress code for the staff . All that skin makes me lose my appetite .,3,positive
21109,"SO simple ! Most of the rental car companies are in this building and you only have tot take one shuttle from the airport to it . ( However cramped the shuttle may be ) . It was especially nice when Thrifty ran out of cars and sent us over to Alamo , who had taken some of their reservations . Getting the car was fairly easy and the garage was clearly labeled . Returning the car was easy as well . \n\nGoing back to the airport , there are several different shuttle lines , depending on what airline you are flying . This was a bit confusing at first , but we did n't have to wait for it .",3,positive
3697,This place is n't classy and has a Ross in it for crying out loud ! ! But ... I am en love with Fredrick 's of Hollywood ! ! ! You wo n't find a Nordstrom in this mall .,1,negative
11438,"`` I am a HUGE Pottery Barn fan . HUGE ! Their furniture pieces are timeless and made to last . You wo n't find veneer wood here . Solid heavy pieces that are made to last . My tester ; go up to any piece and start shaking it , if it moves so should you to the next item . I like my furniture sturdy , unbreakable . \n\nSo with that being said , why a 2 star here for this store in particular ? The service ! Actually the store manager truth be told . It 's like the case of Julia Roberts in Pretty Woman . Yes I dress pretty \ '' '' '' '' comfortable\ '' '' '' '' on weekends and I could be mistaken for a 15 year old without a job , but I am still a customer . A customer who just moved in a new house and needs to fill up his house slowly . So when I frequently get snubbed for more affluent looking customers , I just peruse the floor samples and get what I want at Pottery Barn Henderson or online . \n\nIn my profession , do n't judge a book by it 's cover . Treat everyone like family and they will treat you like family . ''",1,negative
4469,My husband has a certain brand of pants he needs for work . Before moving here we 've always shopped at Men 's Wearhouse . Unfortunately this location has failed us . \n\nWe have stopped in here a few times . Each time the items we needed were out of stock . Each time the customer service was well below par . I would always try to make eye contact so they would acknowledge us but no luck . \n\nThe bottom line is to save yourself the aggravation . Just order online if you know specifically what you need . Plus we found sale prices online that were n't advertised in the store .,0,very negative
